ts_utc,seq,source,temperature_c,humidity_pct,pressure_hpa,latency_ms,status,fault_type
2026-04-24T00:01:09Z,69,synthetic,28.184,65.046,1016.912,54.306,ok,none
2026-04-24T00:01:10Z,70,synthetic,24.751,68.990,992.913,197.937,ok,none
2026-04-24T00:01:11Z,71,synthetic,26.964,54.775,999.759,54.084,ok,none
2026-04-24T00:01:12Z,72,synthetic,27.700,39.263,1007.006,10.388,ok,none
2026-04-24T00:01:13Z,73,synthetic,20.502,44.968,1023.933,77.058,ok,none
2026-04-24T00:01:14Z,74,synthetic,29.879,58.818,1028.002,66.099,ok,none
2026-04-24T00:01:15Z,75,synthetic,25.048,68.223,1011.915,52.886,ok,none
2026-04-24T00:01:16Z,76,synthetic,22.592,44.890,1015.506,62.056,ok,none
2026-04-24T00:01:17Z,77,synthetic,22.746,38.099,1001.429,46.491,ok,none
2026-04-24T00:01:18Z,78,synthetic,21.384,44.250,1017.758,32.380,ok,none
2026-04-24T00:01:19Z,79,synthetic,25.426,51.631,998.273,14.496,ok,none
2026-04-24T00:01:20Z,80,synthetic,26.955,69.269,1020.624,73.339,ok,none
2026-04-24T00:01:21Z,81,synthetic,27.535,69.138,1028.137,10.413,ok,none
2026-04-24T00:01:22Z,82,synthetic,26.033,43.822,998.777,62.326,ok,none
2026-04-24T00:01:23Z,83,synthetic,26.791,51.173,996.602,12.032,ok,none
2026-04-24T00:01:24Z,84,synthetic,20.270,50.761,1012.576,18.934,ok,none
2026-04-24T00:01:25Z,85,synthetic,,,,,missing,dropout
2026-04-24T00:01:26Z,86,synthetic,20.503,50.164,998.466,19.499,ok,none
2026-04-24T00:01:27Z,87,synthetic,27.520,68.277,1000.091,63.286,ok,none
2026-04-24T00:01:28Z,88,synthetic,29.999,48.998,1016.006,11.357,ok,none
2026-04-24T00:01:29Z,89,synthetic,29.496,42.974,990.815,55.623,ok,none
2026-04-24T00:01:30Z,90,synthetic,25.640,43.719,1017.979,18.835,ok,none
2026-04-24T00:01:31Z,91,synthetic,27.479,39.581,1022.772,21.745,ok,none
2026-04-24T00:01:32Z,92,synthetic,26.773,73.327,1005.866,224.783,ok,none
2026-04-24T00:01:33Z,93,synthetic,26.272,39.076,1020.899,15.320,ok,none
2026-04-24T00:01:34Z,94,synthetic,29.838,66.305,1003.888,52.029,ok,none
2026-04-24T00:01:35Z,95,synthetic,23.412,68.983,1022.893,35.940,ok,none
2026-04-24T00:01:36Z,96,synthetic,28.287,63.292,1007.419,77.255,ok,none
2026-04-24T00:01:37Z,97,synthetic,28.082,56.527,1009.340,77.583,ok,none
2026-04-24T00:01:38Z,98,synthetic,28.517,68.229,993.467,61.172,ok,none
2026-04-24T00:01:39Z,99,synthetic,26.103,50.160,991.148,27.070,ok,none
2026-04-24T00:01:40Z,100,synthetic,27.978,48.614,1025.213,22.729,ok,none
2026-04-24T00:01:41Z,101,synthetic,20.856,63.803,1009.543,479.225,ok,none
2026-04-24T00:01:42Z,102,synthetic,24.908,66.717,993.722,58.343,ok,none
2026-04-24T00:01:43Z,103,synthetic,25.816,53.930,1011.237,58.425,ok,none
2026-04-24T00:01:44Z,104,synthetic,27.029,45.837,1000.056,62.215,ok,none
2026-04-24T00:01:45Z,105,synthetic,25.359,65.488,997.406,23.481,ok,none
2026-04-24T00:01:46Z,106,synthetic,29.766,55.985,1001.320,43.894,ok,none
2026-04-24T00:01:47Z,107,synthetic,21.794,35.566,1011.365,23.588,ok,none
2026-04-24T00:01:48Z,108,synthetic,26.974,40.051,1024.738,78.201,ok,none
2026-04-24T00:01:49Z,109,synthetic,24.694,52.619,997.375,71.090,ok,none
2026-04-24T00:01:50Z,110,synthetic,28.221,51.028,992.963,75.874,ok,none
2026-04-24T00:01:51Z,111,synthetic,25.628,47.153,1029.757,13.753,ok,none
2026-04-24T00:01:52Z,112,synthetic,27.907,44.027,1010.903,63.511,ok,none
2026-04-24T00:01:53Z,113,synthetic,29.900,47.215,1014.841,40.990,ok,none
2026-04-24T00:01:54Z,114,synthetic,22.078,43.441,1016.417,61.806,ok,none
2026-04-24T00:01:55Z,115,synthetic,20.027,53.020,1013.752,22.167,ok,none
2026-04-24T00:01:56Z,116,synthetic,27.030,53.161,1017.495,26.203,ok,none
2026-04-24T00:01:57Z,117,synthetic,26.612,72.347,1007.006,65.148,ok,none
2026-04-24T00:01:58Z,118,synthetic,28.266,37.856,996.637,55.334,ok,none
2026-04-24T00:01:59Z,119,synthetic,22.886,39.974,1017.547,62.427,ok,none
2026-04-24T00:02:00Z,120,synthetic,24.938,38.218,991.594,75.987,ok,none
2026-04-24T00:02:01Z,121,synthetic,20.913,73.476,1023.438,32.563,ok,none
2026-04-24T00:02:02Z,122,synthetic,26.723,45.780,991.609,76.555,ok,none
2026-04-24T00:02:03Z,123,synthetic,29.161,42.260,1013.413,42.935,ok,none
2026-04-24T00:02:04Z,124,synthetic,23.480,48.332,1016.805,44.421,ok,none
2026-04-24T00:02:05Z,125,synthetic,22.882,72.808,1022.543,33.086,ok,none
2026-04-24T00:02:06Z,126,synthetic,23.233,73.807,1006.167,41.838,ok,none
2026-04-24T00:02:07Z,127,synthetic,25.426,51.530,997.503,79.168,ok,none
2026-04-24T00:02:08Z,128,synthetic,27.600,43.142,1011.969,62.951,ok,none
2026-04-24T00:02:09Z,129,synthetic,21.214,73.926,1014.355,40.668,ok,none
2026-04-24T00:02:10Z,130,synthetic,25.523,38.728,1029.690,21.086,ok,none
2026-04-24T00:02:11Z,131,synthetic,28.321,54.935,1018.664,42.301,ok,none
2026-04-24T00:02:12Z,132,synthetic,29.802,44.749,1012.051,29.140,ok,none
2026-04-24T00:02:13Z,133,synthetic,28.793,69.561,1001.050,74.531,ok,none
2026-04-24T00:02:14Z,134,synthetic,25.077,67.822,1001.314,39.046,ok,none
2026-04-24T00:02:15Z,135,synthetic,24.896,40.944,1011.543,51.086,ok,none
2026-04-24T00:02:16Z,136,synthetic,24.553,47.871,997.546,48.634,ok,none
2026-04-24T00:02:17Z,137,synthetic,27.755,36.746,1019.788,50.026,ok,none
2026-04-24T00:02:18Z,138,synthetic,26.637,67.830,1029.233,66.799,ok,none
2026-04-24T00:02:19Z,139,synthetic,25.902,69.788,1024.968,12.591,ok,none
2026-04-24T00:02:20Z,140,synthetic,27.224,51.399,1016.191,46.817,ok,none
2026-04-24T00:02:21Z,141,synthetic,23.386,62.708,1015.993,42.864,ok,none
2026-04-24T00:02:22Z,142,synthetic,23.800,47.666,1018.749,69.664,ok,none
2026-04-24T00:02:23Z,143,synthetic,26.312,71.837,1029.897,127.368,ok,none
2026-04-24T00:02:24Z,144,synthetic,26.337,69.903,1007.747,40.378,ok,none
2026-04-24T00:02:25Z,145,synthetic,22.934,49.994,995.823,418.457,ok,none
2026-04-24T00:02:26Z,146,synthetic,21.700,38.159,1024.834,49.615,ok,none
2026-04-24T00:02:27Z,147,synthetic,21.431,53.446,1000.159,26.858,ok,none
2026-04-24T00:02:28Z,148,synthetic,29.012,62.104,996.319,10.658,ok,none
2026-04-24T00:02:29Z,149,synthetic,26.389,51.972,1000.004,34.190,ok,none
2026-04-24T00:02:30Z,150,synthetic,24.832,44.488,1012.877,23.945,ok,none
2026-04-24T00:02:31Z,151,synthetic,29.779,61.329,1000.979,79.488,ok,none
2026-04-24T00:02:32Z,152,synthetic,20.490,59.256,1009.869,58.006,ok,none
2026-04-24T00:02:33Z,153,synthetic,26.071,49.093,1015.465,30.034,ok,none
2026-04-24T00:02:34Z,154,synthetic,26.592,68.533,1015.130,57.444,ok,none
2026-04-24T00:02:35Z,155,synthetic,24.408,58.183,1019.294,55.244,ok,none
2026-04-24T00:02:36Z,156,synthetic,21.756,40.286,1011.576,30.658,ok,none
2026-04-24T00:02:37Z,157,synthetic,28.305,45.279,1022.988,47.160,ok,none
2026-04-24T00:02:38Z,158,synthetic,23.387,39.607,1028.516,66.454,ok,none
2026-04-24T00:02:39Z,159,synthetic,27.242,74.198,1028.691,77.655,ok,none
2026-04-24T00:02:40Z,160,synthetic,20.139,56.463,1008.191,35.604,ok,none
2026-04-24T00:02:41Z,161,synthetic,28.224,72.612,994.334,57.064,ok,none
2026-04-24T00:02:42Z,162,synthetic,25.614,71.610,998.855,11.752,ok,none
2026-04-24T00:02:43Z,163,synthetic,23.022,51.332,995.591,67.670,ok,none
2026-04-24T00:02:44Z,164,synthetic,20.972,70.490,995.427,31.306,ok,none
2026-04-24T00:02:45Z,165,synthetic,29.460,51.765,1019.691,56.934,ok,none
2026-04-24T00:02:46Z,166,synthetic,24.893,51.325,1028.061,39.042,ok,none
2026-04-24T00:02:47Z,167,synthetic,28.555,38.974,1017.427,480.222,restart_gap,restart
2026-04-24T00:02:48Z,168,synthetic,23.981,42.592,994.886,78.449,ok,none
2026-04-24T00:02:49Z,169,synthetic,26.417,58.886,990.854,41.830,ok,none
2026-04-24T00:02:50Z,170,synthetic,25.646,37.744,1020.606,27.050,ok,none
2026-04-24T00:02:51Z,171,synthetic,23.286,40.902,1026.021,25.117,ok,none
2026-04-24T00:02:52Z,172,synthetic,,,,,missing,dropout
2026-04-24T00:02:53Z,173,synthetic,22.507,41.980,1016.442,20.128,ok,none
2026-04-24T00:02:54Z,174,synthetic,,,,,missing,dropout
2026-04-24T00:02:55Z,175,synthetic,,,,,missing,dropout
2026-04-24T00:02:56Z,176,synthetic,21.742,37.096,1019.669,26.655,ok,none
2026-04-24T00:02:57Z,177,synthetic,27.780,55.530,994.362,62.197,ok,none
2026-04-24T00:02:58Z,178,synthetic,28.670,55.858,1008.322,413.291,ok,none
2026-04-24T00:02:59Z,179,synthetic,24.016,62.444,1009.611,14.258,ok,none
2026-04-24T00:03:00Z,180,synthetic,26.083,37.627,1001.001,15.144,ok,none
2026-04-24T00:03:01Z,181,synthetic,29.946,56.222,1008.149,48.385,ok,none
2026-04-24T00:03:02Z,182,synthetic,28.528,61.037,1020.759,16.942,ok,none
2026-04-24T00:03:03Z,183,synthetic,22.285,48.557,1008.140,25.052,ok,none
2026-04-24T00:03:04Z,184,synthetic,26.651,49.972,996.106,16.656,ok,none
2026-04-24T00:03:05Z,185,synthetic,20.932,38.863,1019.552,14.699,ok,none
2026-04-24T00:03:06Z,186,synthetic,25.616,48.186,994.889,48.946,ok,none
2026-04-24T00:03:07Z,187,synthetic,28.681,63.842,1028.736,56.574,ok,none
2026-04-24T00:03:08Z,188,synthetic,22.127,61.269,998.970,34.615,ok,none
2026-04-24T00:03:09Z,189,synthetic,27.626,57.964,1022.289,69.176,ok,none
2026-04-24T00:03:10Z,190,synthetic,26.136,60.708,991.050,78.218,ok,none
2026-04-24T00:03:11Z,191,synthetic,21.804,63.108,1002.359,68.062,ok,none
2026-04-24T00:03:12Z,192,synthetic,25.663,51.031,995.675,10.427,ok,none
2026-04-24T00:03:13Z,193,synthetic,22.151,51.793,1003.636,12.146,ok,none
2026-04-24T00:03:14Z,194,synthetic,25.676,38.398,992.104,60.512,ok,none
2026-04-24T00:03:15Z,195,synthetic,22.721,61.478,1009.426,53.249,ok,none
2026-04-24T00:03:16Z,196,synthetic,21.138,52.197,1001.330,29.122,ok,none
2026-04-24T00:03:17Z,197,synthetic,20.454,50.811,1013.973,44.064,ok,none
2026-04-24T00:03:18Z,198,synthetic,,,,,missing,dropout
2026-04-24T00:03:19Z,199,synthetic,22.555,48.125,990.309,24.786,ok,none
2026-04-24T00:03:20Z,200,synthetic,27.037,55.010,1023.334,22.299,ok,none
2026-04-24T00:03:21Z,201,synthetic,20.423,35.750,1026.846,15.045,ok,none
2026-04-24T00:03:22Z,202,synthetic,27.095,51.708,994.607,50.303,ok,none
2026-04-24T00:03:23Z,203,synthetic,,,,,missing,dropout
2026-04-24T00:03:24Z,204,synthetic,28.320,71.791,993.525,66.093,ok,none
2026-04-24T00:03:25Z,205,synthetic,25.240,50.831,1002.411,27.032,ok,none
2026-04-24T00:03:26Z,206,synthetic,25.105,39.561,1010.398,33.315,ok,none
2026-04-24T00:03:27Z,207,synthetic,28.189,67.601,999.451,34.456,ok,none
2026-04-24T00:03:28Z,208,synthetic,27.602,61.220,997.086,23.809,ok,none
2026-04-24T00:03:29Z,209,synthetic,27.599,52.956,1026.966,44.588,ok,none
2026-04-24T00:03:30Z,210,synthetic,28.642,60.089,996.038,54.471,ok,none
2026-04-24T00:03:31Z,211,synthetic,22.747,37.247,1010.293,40.955,ok,none
2026-04-24T00:03:32Z,212,synthetic,28.317,38.069,1024.570,41.634,ok,none
2026-04-24T00:03:33Z,213,synthetic,24.627,57.173,1021.673,53.051,ok,none
2026-04-24T00:03:34Z,214,synthetic,26.518,47.861,1009.025,41.481,ok,none
2026-04-24T00:03:35Z,215,synthetic,28.991,48.738,1018.573,14.331,ok,none
2026-04-24T00:03:36Z,216,synthetic,24.378,52.577,1010.910,22.079,ok,none
2026-04-24T00:03:37Z,217,synthetic,24.088,48.535,1013.915,36.100,ok,none
2026-04-24T00:03:38Z,218,synthetic,20.945,62.135,1001.366,55.311,ok,none
2026-04-24T00:03:39Z,219,synthetic,28.733,48.334,1013.310,55.959,ok,none
2026-04-24T00:03:40Z,220,synthetic,26.985,50.678,1013.802,34.487,ok,none
2026-04-24T00:03:41Z,221,synthetic,27.917,67.527,1016.805,31.671,ok,none
2026-04-24T00:03:42Z,222,synthetic,25.264,60.841,1006.936,61.714,ok,none
2026-04-24T00:03:43Z,223,synthetic,22.142,72.907,1009.451,35.382,ok,none
2026-04-24T00:03:44Z,224,synthetic,28.444,39.046,1020.835,19.630,ok,none
2026-04-24T00:03:45Z,225,synthetic,27.663,40.242,1005.069,234.706,ok,none
2026-04-24T00:03:46Z,226,synthetic,28.090,41.622,1007.507,68.194,ok,none
2026-04-24T00:03:47Z,227,synthetic,24.442,46.397,1019.941,57.345,ok,none
2026-04-24T00:03:48Z,228,synthetic,28.086,53.761,1023.405,47.381,ok,none
2026-04-24T00:03:49Z,229,synthetic,24.617,46.271,1005.275,76.299,ok,none
2026-04-24T00:03:50Z,230,synthetic,28.013,40.536,1000.000,77.639,ok,none
2026-04-24T00:03:51Z,231,synthetic,21.026,68.836,1024.047,71.188,ok,none
2026-04-24T00:03:52Z,232,synthetic,29.053,40.894,1007.499,63.418,ok,none
2026-04-24T00:03:53Z,233,synthetic,23.496,36.067,992.130,25.543,ok,none
2026-04-24T00:03:54Z,234,synthetic,23.749,36.128,1027.233,26.504,ok,none
2026-04-24T00:03:55Z,235,synthetic,21.376,46.475,1023.190,55.497,ok,none
2026-04-24T00:03:56Z,236,synthetic,24.486,35.210,993.169,19.715,ok,none
2026-04-24T00:03:57Z,237,synthetic,27.272,56.111,994.447,68.447,ok,none
2026-04-24T00:03:58Z,238,synthetic,27.939,53.285,994.434,267.930,ok,none
2026-04-24T00:03:59Z,239,synthetic,22.419,40.743,1007.170,306.150,ok,none
2026-04-24T00:04:00Z,240,synthetic,26.644,38.425,1028.986,26.839,ok,none
2026-04-24T00:04:01Z,241,synthetic,29.883,57.166,1005.618,46.824,ok,none
2026-04-24T00:04:02Z,242,synthetic,22.537,35.650,1021.541,54.497,ok,none
2026-04-24T00:04:03Z,243,synthetic,27.715,64.407,1003.301,61.306,ok,none
2026-04-24T00:04:04Z,244,synthetic,34.173,45.535,1029.325,48.221,noisy,noise
2026-04-24T00:04:05Z,245,synthetic,23.156,47.403,1005.929,65.378,ok,none
2026-04-24T00:04:06Z,246,synthetic,22.861,69.486,991.912,358.760,ok,none
2026-04-24T00:04:07Z,247,synthetic,24.370,51.001,1007.589,29.125,ok,none
2026-04-24T00:04:08Z,248,synthetic,26.921,49.694,1021.892,33.733,ok,none
2026-04-24T00:04:09Z,249,synthetic,24.306,74.804,997.218,15.783,ok,none
2026-04-24T00:04:10Z,250,synthetic,22.956,52.837,1018.707,17.182,ok,none
2026-04-24T00:04:11Z,251,synthetic,27.268,71.464,1014.594,41.074,ok,none
2026-04-24T00:04:12Z,252,synthetic,20.574,61.847,1006.248,54.763,ok,none
2026-04-24T00:04:13Z,253,synthetic,20.311,68.947,1017.124,62.493,ok,none
2026-04-24T00:04:14Z,254,synthetic,26.452,49.486,1027.979,18.836,ok,none
2026-04-24T00:04:15Z,255,synthetic,24.439,38.075,995.508,248.386,restart_gap,restart
2026-04-24T00:04:16Z,256,synthetic,29.605,36.037,997.442,32.007,ok,none
2026-04-24T00:04:17Z,257,synthetic,27.750,63.162,998.583,73.948,ok,none
2026-04-24T00:04:18Z,258,synthetic,22.002,40.429,992.962,58.579,ok,none
2026-04-24T00:04:19Z,259,synthetic,28.105,73.702,1029.463,59.936,ok,none
2026-04-24T00:04:20Z,260,synthetic,22.904,46.998,996.300,59.668,ok,none
2026-04-24T00:04:21Z,261,synthetic,23.615,43.970,1029.405,59.015,ok,none
2026-04-24T00:04:22Z,262,synthetic,23.609,57.891,1008.696,26.572,ok,none
2026-04-24T00:04:23Z,263,synthetic,20.657,50.926,1018.677,19.084,ok,none
2026-04-24T00:04:24Z,264,synthetic,25.749,40.013,1002.681,38.756,ok,none
2026-04-24T00:04:25Z,265,synthetic,21.283,68.162,1012.052,42.608,ok,none
2026-04-24T00:04:26Z,266,synthetic,25.029,69.728,1023.256,63.745,ok,none
2026-04-24T00:04:27Z,267,synthetic,29.347,44.019,1027.899,31.289,ok,none
2026-04-24T00:04:28Z,268,synthetic,21.963,73.254,1000.978,29.883,ok,none
2026-04-24T00:04:29Z,269,synthetic,26.410,58.672,1013.226,53.010,ok,none
2026-04-24T00:04:30Z,270,synthetic,23.376,71.957,991.648,53.714,ok,none
2026-04-24T00:04:31Z,271,synthetic,27.710,45.586,998.432,15.686,ok,none
2026-04-24T00:04:32Z,272,synthetic,25.456,60.676,1002.084,455.599,ok,none
2026-04-24T00:04:33Z,273,synthetic,24.535,62.545,996.323,66.514,ok,none
2026-04-24T00:04:34Z,274,synthetic,21.437,69.459,1002.773,42.511,ok,none
2026-04-24T00:04:35Z,275,synthetic,27.607,55.599,994.247,34.176,ok,none
2026-04-24T00:04:36Z,276,synthetic,21.409,37.024,1027.815,18.577,ok,none
2026-04-24T00:04:37Z,277,synthetic,29.023,67.539,1027.350,39.269,ok,none
2026-04-24T00:04:38Z,278,synthetic,29.960,53.673,1025.163,23.288,ok,none
2026-04-24T00:04:39Z,279,synthetic,24.572,44.629,1013.334,16.303,ok,none
2026-04-24T00:04:40Z,280,synthetic,28.428,61.901,1001.430,29.695,ok,none
2026-04-24T00:04:41Z,281,synthetic,,,,,missing,dropout
2026-04-24T00:04:42Z,282,synthetic,23.658,51.130,991.810,19.375,ok,none
2026-04-24T00:04:43Z,283,synthetic,22.886,50.454,1008.014,49.327,ok,none
2026-04-24T00:04:44Z,284,synthetic,26.110,40.147,993.867,67.772,ok,none
2026-04-24T00:04:45Z,285,synthetic,23.656,40.771,1014.099,79.075,ok,none
2026-04-24T00:04:46Z,286,synthetic,28.040,55.773,995.958,385.437,ok,none
2026-04-24T00:04:47Z,287,synthetic,23.185,50.718,1014.660,19.785,ok,none
2026-04-24T00:04:48Z,288,synthetic,25.097,54.594,1012.517,51.561,ok,none
2026-04-24T00:04:49Z,289,synthetic,21.096,51.662,1002.307,11.165,ok,none
2026-04-24T00:04:50Z,290,synthetic,25.969,45.621,1016.224,71.047,ok,none
2026-04-24T00:04:51Z,291,synthetic,20.514,54.218,1010.969,50.493,ok,none
2026-04-24T00:04:52Z,292,synthetic,28.217,44.688,1012.903,64.222,ok,none
2026-04-24T00:04:53Z,293,synthetic,24.188,51.518,998.156,23.355,ok,none
2026-04-24T00:04:54Z,294,synthetic,28.484,64.096,1018.231,52.803,ok,none
2026-04-24T00:04:55Z,295,synthetic,24.784,50.073,1028.267,49.262,ok,none
2026-04-24T00:04:56Z,296,synthetic,26.759,69.706,1017.230,47.319,ok,none
2026-04-24T00:04:57Z,297,synthetic,29.573,46.160,1001.940,28.505,ok,none
2026-04-24T00:04:58Z,298,synthetic,27.049,62.610,1009.560,78.758,ok,none
2026-04-24T00:04:59Z,299,synthetic,27.217,46.512,1012.939,49.234,ok,none
2026-04-24T00:05:00Z,300,synthetic,23.451,65.923,995.859,72.703,ok,none
2026-04-24T00:05:01Z,301,synthetic,19.826,90.569,1042.639,76.872,noisy,noise
2026-04-24T00:05:02Z,302,synthetic,26.698,56.242,1015.518,51.078,ok,none
2026-04-24T00:05:03Z,303,synthetic,21.005,65.831,990.207,38.931,ok,none
2026-04-24T00:05:04Z,304,synthetic,29.350,70.136,1009.098,75.037,ok,none
2026-04-24T00:05:05Z,305,synthetic,26.459,71.317,993.578,77.474,ok,none
2026-04-24T00:05:06Z,306,synthetic,29.367,71.529,997.003,47.461,ok,none
2026-04-24T00:05:07Z,307,synthetic,29.972,50.880,1009.815,22.305,ok,none
2026-04-24T00:05:08Z,308,synthetic,28.767,35.371,1012.718,77.349,ok,none
2026-04-24T00:05:09Z,309,synthetic,29.891,56.732,1009.756,78.810,ok,none
2026-04-24T00:05:10Z,310,synthetic,21.928,39.506,996.500,69.574,ok,none
2026-04-24T00:05:11Z,311,synthetic,27.366,66.631,1012.711,28.009,ok,none
2026-04-24T00:05:12Z,312,synthetic,28.970,68.080,1010.611,22.285,ok,none
2026-04-24T00:05:13Z,313,synthetic,21.406,47.944,999.922,56.848,ok,none
2026-04-24T00:05:14Z,314,synthetic,29.540,47.078,1018.915,26.486,ok,none
2026-04-24T00:05:15Z,315,synthetic,,,,,missing,dropout
2026-04-24T00:05:16Z,316,synthetic,21.182,47.272,1006.217,58.494,ok,none
2026-04-24T00:05:17Z,317,synthetic,23.110,39.697,1026.645,72.658,ok,none
2026-04-24T00:05:18Z,318,synthetic,21.336,41.127,1019.909,53.024,ok,none
2026-04-24T00:05:19Z,319,synthetic,24.708,56.501,1016.564,39.109,ok,none
